id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
804412,1010291,15000,15000,15000, 60 months,0.1749,376.76,D,D5,"PMSI, Inc",1 year,MORTGAGE,101741,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804412,,major_purchase,Repay PrePaid College,335xx,FL,23.49,0,1993-03,710,714,1,,,12,0,44735,0.952,57,false,0.00,0.00,21571.190032861203,21571.19,15000.00,6571.19,0.0,0.0,0.0,2015-02,1769.15,,2016-09,679,675,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804350,1010217,4500,4500,4500, 36 months,0.1299,151.61,C,C1,EMPIRE AUTO PARTS,9 years,MORTGAGE,42000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804350,  Borrower added on 07/05/11 > Financing a new roof on my house<br/>,home_improvement,ROOF PROJECT,186xx,PA,4.74,0,2000-12,675,679,1,,104,7,1,3581,0.578,15,false,0.00,0.00,5457.5711881101,5457.57,4500.00,957.57,0.0,0.0,0.0,2014-07,156.44,,2016-09,639,635,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,,,,
804338,1010202,12000,12000,12000, 36 months,0.1059,390.54,B,B2,,n/a,RENT,210000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804338,"  Borrower added on 07/03/11 > The intercontinental move has generated many surprising one-time expenses:  motel costs while waiting for the apartment to clear out one month later than expected, storage costs for household goods, high security deposits for utilities, and surprisingly large car registration fees.  This loan will cover these unexpected expenses.  Thank you for your help!<br/> Borrower added on 07/03/11 > I am employed as a faculty member in higher education.  I have been continuously employed in this field for 24 years and have a new multiyear contract..<br/>",moving,Moving to California for My New Job,208xx,MD,7.48,0,1994-08,725,729,1,,,9,0,46565,0.744,28,false,0.00,0.00,13666.5763216879,13666.58,12000.00,1666.58,0.0,0.0,0.0,2013-04,5870.06,,2015-09,714,710,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804330,1010190,7500,7500,7500, 36 months,0.1149,247.29,B,B4,Directv,4 years,RENT,48000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804330,  Borrower added on 07/03/11 > I found the truck of my dreams a 1972 chevy c/10 its ready to drive. its what i have always wanted i would be very happy if this loan goes through thank you<br/>,other,1972 C/10,953xx,CA,14.07,0,2001-05,700,704,1,38,,7,0,5878,0.384,8,false,0.00,0.00,8902.1997989076,8902.20,7500.00,1402.20,0.0,0.0,0.0,2014-07,263.1,,2014-10,659,655,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804318,1010175,25000,25000,25000, 36 months,0.1749,897.43,D,D5,Cornell University,10+ years,RENT,69000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804318,"  Borrower added on 07/02/11 > Looking to consolidate debt.  The terms described here work very well for me and my budget and I will save significant money each month.  I look forward to working with lending club.<br/> Borrower added on 07/03/11 > After a recent promotion at an institution that I've worked for over ten years, I'm in a position to restructure my various debts that accumulated during graduate school ten to fifteen years ago.  I've slowly lowered my debt the past ten years but a loan to consolidate that will enable me to move more quickly while saving money.<br/> Borrower added on 07/03/11 > I appreciate the support from lenders so far.  Given my stable employment history and my track record of paying my debts on time, I am confident that I can easily repay this loan on time.  The lending club option is a potentially terrific way for me to move forward on debts that would otherwise be resolved very slowly. Thanks!<br/>",debt_consolidation,Catching back up,148xx,NY,17.13,0,1993-11,685,689,0,57,,11,0,14701,0.557,28,false,0.00,0.00,31630.074649013903,31630.07,25000.00,6630.07,0.0,0.0,0.0,2013-09,9233.24,,2016-09,664,660,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804307,1010162,24000,24000,23975, 60 months,0.1799,609.32,E,E1,SSAT,6 years,RENT,78000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804307,  Borrower added on 07/02/11 > I have an excellent credit history and am just looking to lower my ridiculous interest rates of 28% etc.. on my credit cards. Investing in me will be a win win situation for all.<br/> Borrower added on 07/04/11 > I have a steady job at which I've been for over 6 years and I plan on using the money from this loan to pay off my high interest credit cards.  I have a great track record in payihg off loans and this would be no different!<br/> Borrower added on 07/08/11 > Thanks for your consideration!<br/>,debt_consolidation,Loan Mod for Cards,902xx,CA,12.71,0,1994-11,725,729,0,,,2,0,0,0.00,11,false,0.00,0.00,36558.4101268257,36520.33,24000.00,12558.41,0.0,0.0,0.0,2016-07,608.53,,2016-09,759,755,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804308,1010163,13300,13300,13250, 60 months,0.1199,295.79,B,B5,state of california,10+ years,RENT,35000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804308,,debt_consolidation,Debt Consolidation Loan,941xx,CA,15.94,0,2002-05,715,719,0,,,16,0,17789,0.326,22,false,0.00,0.00,17746.9059450296,17680.19,13300.00,4446.91,0.0,0.0,0.0,2016-07,295.29,,2016-07,699,695,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1054244,1285877,16750,16750,16750, 36 months,0.1758,602.03,D,D4,First Republic Bank,< 1 year,RENT,48000,Source Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1054244,,debt_consolidation,My Way Back to Freedom,104xx,NY,15.68,0,2005-02,660,664,1,,,12,0,22181,0.87,18,false,0.00,0.00,19682.2575449998,19682.26,16750.00,2932.26,0.0,0.0,0.0,2013-02,11873.37,,2016-09,569,565,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
760113,960364,12800,12800,12775, 60 months,0.1799,324.97,E,E1,US Bank Nat. Assc,5 years,RENT,31200,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=760113,"  Borrower added on 07/02/11 > I will be using this money to pay off my current debt. The remaining will be used for a home down payment.<br/> Borrower added on 07/04/11 > I will be using this money to pay off my current debt. The remaining will be used for a home down payment, the Home will be my first home and is going to be my primary residence.<br/>",house,Down payment/Debt consilidation,970xx,OR,4.77,0,1998-11,680,684,1,30,,5,0,3245,0.421,15,false,0.00,0.00,19333.3400000001,19295.58,12800.00,6533.34,0.0,0.0,0.0,2015-11,2759.87,,2016-09,699,695,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804260,1010103,20000,20000,19975, 36 months,0.1099,654.68,B,B3,Energy Solutions,< 1 year,RENT,60000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804260,,debt_consolidation,2011 - Freedom from cc debt,945xx,CA,8.04,0,2000-01,720,724,0,,,5,0,7116,0.505,18,false,0.00,0.00,23562.5232395091,23533.07,20000.00,3562.52,0.0,0.0,0.0,2014-06,1354.51,,2016-09,674,670,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
768596,969915,20400,20400,15825, 60 months,0.1399,474.57,C,C3,Lockheed Martin Aeronautics Company,5 years,MORTGAGE,69218,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=768596,  Borrower added on 07/03/11 > This loan will be used to consolidate our various monthly payments into one convenient monthly payment.<br/> Borrower added on 07/13/11 > I have never missed a payment on any of my loans or commitments. I have a solid career with the same company since college. I plan to lower my monthly expenses by consolidating with this loan. Thank you.<br/>,debt_consolidation,Debt Consolidation & Payoff,301xx,GA,20.72,0,2004-03,735,739,1,,,20,0,3197,0.145,28,false,0.00,0.00,23267.0381658575,18049.06,20400.00,2867.04,0.0,0.0,0.0,2012-08,17581.95,,2014-01,724,720,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
801591,1007181,12000,12000,12000, 36 months,0.1099,392.81,B,B3,EZ Prints Inc.,1 year,RENT,64500,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=801591,"  Borrower added on 07/05/11 > The primary purpose of this loan is to consolidate credit accounts that I have into fewer monthly payments so they will be more manageable and with the low rates and shorter repayment period I will be able to get out of debt much sooner. The secondary purpose is to grow my freelance web design/development business. While I am a full-time web developer at a steadily growing company, and thankfully have a quite secure position, I am always engaged in freelance web design and development. My goal is to organize and develop my freelance work by getting an LLC license and upgrading my technology to provide a higher quality of service for my clients.<br/>",debt_consolidation,Debt Consolidation Loan,303xx,GA,12.78,0,2002-10,710,714,0,,,6,0,13489,0.93,18,false,0.00,0.00,14141.0658388317,14141.07,12000.00,2141.07,0.0,0.0,0.0,2014-07,420.38,,2014-07,634,630,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804186,1010024,14000,14000,14000, 60 months,0.2211,387.55,G,G1,,n/a,MORTGAGE,50000,Source Verified,2011-07,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804186,  Borrower added on 07/03/11 > I would like to consolidate my credit cards and cut them up...I also need some extra monies to help with my Mother's medical expenses. Thank You for your consideration.<br/>,other,credit card consolidation,349xx,FL,7.08,0,2001-07,660,664,3,30,,17,0,5132,0.414,35,false,0.00,0.00,6158.76,6158.76,2043.85,3416.61,0.0,698.3,6.18,2012-11,50.0,,2016-09,654,650,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804184,1010022,15000,15000,15000, 60 months,0.1099,326.07,B,B3,titan tire,10+ years,MORTGAGE,60000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804184,,other,new roof,435xx,OH,12.8,0,1987-09,755,759,0,,,8,0,7713,0.223,23,false,0.00,0.00,19547.0800251545,19547.08,15000.00,4547.08,0.0,0.0,0.0,2016-04,1287.16,,2016-04,829,825,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804073,1009899,3000,3000,3000, 60 months,0.2211,83.05,G,G1,abbeycare inc,6 years,OWN,17652,Source Verified,2011-07,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804073,,other,bill loan ,551xx,MN,0,0,2008-01,690,694,0,,,3,0,0,,5,false,0.00,0.00,498.49,498.49,113.96,217.52,0.0,167.01,30.0618,2011-11,83.05,,2012-04,504,500,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804070,1009896,7000,7000,7000, 36 months,0.0699,216.11,A,A3,"Court Options, Inc",1 year,OWN,29112,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804070,,debt_consolidation,Debt Consolidation Loan,330xx,FL,8.9,0,1994-11,735,739,0,41,,14,0,6803,0.078,21,false,0.00,0.00,7736.3112500186,7736.31,7000.00,736.31,0.0,0.0,0.0,2013-11,1907.14,,2013-11,734,730,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
804030,1009855,20000,20000,19974.384526504191, 36 months,0.0749,622.04,A,A4,Motorola Solutions,10+ years,RENT,50000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=804030,"  Borrower added on 07/09/11 > I am still learning how to use this great site.  The purpose of the loan is for me to make two purchases: 1) put down a down payment on a house and 2) to buy a piece of land.  Another investor had asked me a similar question, and I am unsure if that information is exposed to everyone.<br/><br/>I choose to pay back the loan in 3 years, but I know it won't take me 3 years to accomplish this. Personally, I like to pay off any loans off as soon as possible.  My goal is to pay the loan back completely within 1 year, which is doable.  If anyone is curious, I choose 3 years here because I can safely and consistently make those monthly payments on time in case any emergencies may appear down the line.<br/>",major_purchase,Debt Loan,601xx,IL,1.32,0,1998-08,805,809,0,,,4,0,1425,0.093,14,false,0.00,0.00,22144.5549919531,22116.10,20000.00,2144.55,0.0,0.0,0.0,2013-08,7235.83,,2016-09,759,755,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803977,1009793,6000,6000,6000, 36 months,0.0542,180.96,A,A1,Bellevue School District,5 years,MORTGAGE,42000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803977,  Borrower added on 07/05/11 > Purchasing a vehicle.<br/>,car,Personal Loan,982xx,WA,4.4,0,1989-02,775,779,0,,,18,0,3735,0.037,31,false,0.00,0.00,6514.525511589902,6514.53,6000.00,514.53,0.0,0.0,0.0,2014-07,190.8,,2016-09,779,775,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1054235,1285868,8000,8000,8000, 36 months,0.0751,248.89,A,A3,McDonalds,9 years,RENT,54600,Source Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1054235,  Borrower added on 12/04/11 > I have a steady job that I have held for almost 10 years. I plan on paying off a wells fargo credit card as well as my discover credit card. I have a large mothly budget and can pay as much as 400 monthly payments if needed. <br>,debt_consolidation,Debt Consolidatoin,550xx,MN,15.12,0,1999-04,740,744,2,,,10,0,6697,0.376,31,false,0.00,0.00,8904.9806172155,8904.98,8000.00,904.98,0.0,0.0,0.0,2014-04,2193.49,,2016-09,749,745,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
799594,1004800,25000,25000,24725, 36 months,0.1059,813.63,B,B2,"University Medical Center, INC",4 years,MORTGAGE,70000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=799594,,debt_consolidation,Pay off all credit debt,402xx,KY,19.56,0,2000-07,730,734,0,,,13,0,18574,0.319,26,false,0.00,0.00,28251.5629216043,27940.80,25000.00,3251.56,0.0,0.0,0.0,2013-02,13619.83,,2013-02,644,640,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803921,1009731,18500,18500,18250, 36 months,0.0749,575.39,A,A4,snydermanufacturing inc,10+ years,OWN,35000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803921,,debt_consolidation,financialpeace,446xx,OH,18.82,0,1989-08,750,754,0,,,9,0,3502,0.15,27,false,0.00,0.00,20349.683740552504,20074.69,18500.00,1849.68,0.0,0.0,0.0,2013-05,8285.11,,2016-08,744,740,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803991,1009810,6000,6000,6000, 36 months,0.1523,208.67,C,C5,Sushi Roku,< 1 year,RENT,33000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803991,,moving,New location to Tempe,852xx,AZ,13.67,0,2008-01,715,719,1,,,2,0,0,0.00,3,false,0.00,0.00,7512.0474867691,7512.05,6000.00,1512.05,0.0,0.0,0.0,2014-07,229.66,,2014-07,624,620,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
802652,1008327,14000,14000,14000, 36 months,0.0749,435.43,A,A4,Broward County,10+ years,MORTGAGE,89000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=802652,,other,Surgery,330xx,FL,26.44,0,1991-04,760,764,2,,,17,0,24468,0.301,39,false,0.00,0.00,15675.1887496224,15675.19,14000.00,1675.19,0.0,0.0,0.0,2014-07,455.3,,2015-10,684,680,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803516,1009285,10000,10000,10000, 36 months,0.1649,354,D,D3,BRMC,1 year,OWN,60000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803516,  Borrower added on 07/02/11 > This loan is to pay off numerous debts<br/>,debt_consolidation,Debt,338xx,FL,13.06,4,2003-07,665,669,0,18,,20,0,1412,0.228,25,false,0.00,0.00,12691.441637645701,12691.44,10000.00,2673.74,17.7,0.0,0.0,2014-02,2062.51,,2016-08,664,660,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803960,1009772,3650,3650,3650, 36 months,0.1199,121.22,B,B5,Bank of America,10+ years,MORTGAGE,105000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803960,,debt_consolidation,Credit Card Consolidation,852xx,AZ,11.91,0,1995-10,700,704,2,46,,8,0,33426,0.928,27,false,0.00,0.00,4189.8741734699,4189.87,3650.00,539.87,0.0,0.0,0.0,2013-02,2008.16,,2016-09,714,710,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803956,1009768,6400,6400,6400, 36 months,0.2062,239.88,F,F2,Montgomery County Government,2 years,RENT,44000,Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803956,,debt_consolidation,MyLoan,209xx,MD,24.74,0,2005-07,670,674,1,,,27,0,10157,0.656,31,false,0.00,0.00,8565.780103073444,8565.78,6400.00,2150.78,14.999999998228,0.0,0.0,2014-05,76.65,,2015-11,699,695,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803881,1009687,8450,8450,8200, 36 months,0.1099,276.61,B,B3,Charlotte County Board of Commissioners,10+ years,MORTGAGE,50000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803881,"  Borrower added on 07/03/11 > I am looking to save money on interest by consolidating 2 personal loans with high interest rates. This loan offer and rate will save me close to $50 a month in interest charges (every little bit helps!) I've been with my current employer over 12 years (I plan to retire there). I am fully vested with top seniority. Financially, I have NEVER defaulted or even had a late payment with any of my obligations. I like to pay early if possible but always on time. If anyone would like more information, please feel free to contact me. Thank you for your consideration!<br/>",debt_consolidation,Consolidation Loan,342xx,FL,22.01,0,1997-12,690,694,0,,,8,0,9262,0.475,27,false,0.00,0.00,9957.626829909,9663.02,8450.00,1507.63,0.0,0.0,0.0,2014-07,297.59,,2014-07,799,795,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803822,1009620,20000,20000,20000, 36 months,0.1199,664.2,B,B5,"Siemens Energy, Inc.",5 years,RENT,90000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803822,,debt_consolidation,Debt Consolidation,770xx,TX,16.75,0,2000-09,700,704,0,52,,18,0,20230,0.831,42,false,0.00,0.00,23732.5782302928,23732.58,20000.00,3732.58,0.0,0.0,0.0,2013-12,5138.41,,2015-12,789,785,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803831,1009630,8000,8000,8000, 36 months,0.0599,243.34,A,A2,Walt Disney Co,10+ years,RENT,56000,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803831,  Borrower added on 07/04/11 > I plan to consolidate and immediately pay off all credit cards with higher interest. Thank you.<br/>,debt_consolidation,Debt consolidation,928xx,CA,5.74,0,1987-02,800,804,0,,,6,0,144,0.008,10,false,0.00,0.00,8514.594196082098,8514.59,8000.00,514.59,0.0,0.0,0.0,2012-11,4865.6,,2016-08,829,825,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
1054215,1285843,10400,10400,10400, 36 months,0.1171,344,B,B3,wilson ford and lovelace law officce,3 years,OWN,35000,Not Verified,2011-12,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=1054215,  Borrower added on 12/04/11 > credit cards refinancing<br>,credit_card,credit card refinance,337xx,FL,13.06,0,2006-09,690,694,0,,,8,0,13368,0.736,12,false,0.00,0.00,12404.100006018,12404.10,10400.00,1986.90,17.2000000567,0.0,0.0,2015-01,13.9,,2015-01,504,500,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803805,1009603,20000,20000,20000, 60 months,0.2248,557.86,G,G2,US Army,10+ years,RENT,60000,Source Verified,2011-07,Charged Off,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803805,"  Borrower added on 07/02/11 > waiting on bank verification and everything should be complete.<br/> Borrower added on 07/03/11 > This consolidated loan will be used to pay off my Capital One credit card that has a balance of $2,000.00 and a USAA credit card with a $10,000.00 these cards were not charged up because of neglegance but because of a unannounced relocation move. I also would like to include the balance of my daughter's vehicle which is $6,000 and furniture which is $2,300 that I had to purchase due to the move. The loan is for 5 years but I will have this paid off in 2 1/2 years.<br/>",debt_consolidation,consolidated loan,238xx,VA,22.9,0,2003-10,660,664,0,30,,5,0,11214,0.659,10,false,0.00,0.00,2547.390000000007,2547.39,557.65,1109.09,0.0,880.65,8.39,2011-10,557.86,,2016-09,589,585,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
803783,1009579,6000,6000,6000, 36 months,0.1349,203.59,C,C2,Compassionate Care Hospice,1 year,MORTGAGE,48000,Source Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=803783,  Borrower added on 07/02/11 > I am looking to get a loan to buy a used van as well as to consolidate some of my debt. Our family has grown and barely fit into my car (which has been paid off) anymore. I would rather get a van about 3500 rather than go through a dealership and owe more money. With the leftover money I would consolidate some of my bills and actually be paying less than owed for the amount monthly. I have a great work history and have been at my current job for about 15 months. Prior to that I was at my last two jobs for 9 and 5 years but always worked since I was 14 Years old. Please consider funding my loan to help my family out! It would be greatly appreciated. Thank you for your time and interest.<br/> Borrower added on 07/03/11 > I am looking to get a loan to buy a used van as well as to consolidate some of my debt.  I would rather get a van about 3500 rather than go through a dealership and owe more money. With the leftover money I would consolidate some of my bills and actually be paying less than owed for the amount monthly. I have a great work history and have been at my current job for about 15 months. Prior to that I was at my last two jobs for 9 and 5 years but always worked since I was 14 Years old. Please consider funding my loan to help me out! It would be greatly appreciated. Thank you for your time and interest.<br/>,major_purchase,Debt Consolidation,185xx,PA,19.85,1,1998-12,670,674,0,20,,15,0,13612,0.895,41,false,0.00,0.00,7328.9184544688,7328.92,6000.00,1328.92,0.0,0.0,0.0,2014-07,216.82,,2016-09,624,620,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
802785,1008474,4800,4800,4800, 36 months,0.1099,157.13,B,B3,publix supermarket,5 years,RENT,26004,Not Verified,2011-07,Fully Paid,false,https://lendingclub.com/browse/loanDetail.action?loan_id=802785,,debt_consolidation,Credit Cards,328xx,FL,11.91,0,2000-12,690,694,0,24,,9,0,6389,0.556,27,false,0.00,0.00,5656.3878370913,5656.39,4800.00,856.39,0.0,0.0,0.0,2014-07,167.11,,2016-09,594,590,false,,true,INDIVIDUAL,,,,false,,,,,,,,,,,,,,,,,,,,,,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,
